sample_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
TR67451908,21,43100,RENT,5.0,PERSONAL,B,11000,10.35,0.26,N,1,0
TR96914891,25,130200,RENT,0.0,PERSONAL,C,2100,13.23,0.02,Y,5,0
TR19627403,22,25600,RENT,6.0,VENTURE,B,6200,9.9,0.24,N,5,0
TR12899200,26,89000,MORTGAGE,2.0,VENTURE,C,16900,14.29,0.19,Y,10,0
TR86146811,28,66000,MORTGAGE,4.0,EDUCATION,B,6200,11.12,0.09,N,10,0
TR36171696,21,56200,RENT,6.0,DEBTCONSOLIDATION,D,12100,15.37,0.22,N,1,1
TR91087799,52,130800,RENT,3.0,VENTURE,C,20400,13.5,0.16,N,24,0
TR61309993,33,38300,MORTGAGE,5.0,PERSONAL,A,9600,5.56,0.25,N,11,0
TR67722392,28,73300,MORTGAGE,5.0,EDUCATION,A,6800,7.01,0.09,N,4,0
TR39561947,33,47700,RENT,5.0,MEDICAL,A,11000,8.88,0.23,N,11,0
TR15842595,23,67900,OWN,6.0,HOMEIMPROVEMENT,C,2300,13.86,0.03,Y,4,0
TR23424765,37,111000,MORTGAGE,22.0,DEBTCONSOLIDATION,E,26400,16.35,0.24,Y,16,1
TR23476350,23,80700,RENT,3.0,EDUCATION,B,9800,11.09,0.12,N,3,0
TR70312073,44,57900,RENT,1.0,DEBTCONSOLIDATION,C,10600,12.93,0.18,Y,15,0
TR12314635,25,130800,MORTGAGE,1.0,PERSONAL,D,11900,15.55,0.09,Y,3,1
TR86937711,27,68100,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4000,6.0,0.06,N,5,0
TR83266338,43,61700,RENT,2.0,DEBTCONSOLIDATION,C,1700,13.48,0.03,N,16,0
TR10423535,25,47900,RENT,2.0,HOMEIMPROVEMENT,A,3800,5.61,0.08,N,10,0
TR99454296,44,42500,MORTGAGE,1.0,MEDICAL,A,4000,6.29,0.09,N,13,0
TR18424734,27,68700,MORTGAGE,4.0,EDUCATION,D,14200,14.44,0.21,Y,6,1
TR13492306,24,92000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,4600,14.84,0.05,N,3,0
TR17294921,19,27100,RENT,7.0,PERSONAL,C,10700,14.02,0.39,Y,2,1
TR23056808,23,45100,OWN,5.0,EDUCATION,A,11900,9.17,0.26,N,3,0
TR77899819,24,62200,OWN,6.0,VENTURE,A,6900,7.91,0.11,N,3,0
TR74940800,33,85400,MORTGAGE,0.0,VENTURE,A,16900,8.24,0.2,N,8,0
TR62595428,34,64400,MORTGAGE,12.0,PERSONAL,C,9500,11.76,0.15,Y,8,0
TR62185616,26,76500,MORTGAGE,0.0,HOMEIMPROVEMENT,C,17200,13.38,0.22,Y,6,0
TR59958929,23,47900,RENT,3.0,VENTURE,C,20500,13.38,0.43,N,5,1
TR68986940,23,42200,RENT,4.0,EDUCATION,A,3900,8.0,0.09,N,3,0
TR31909314,28,42200,RENT,3.0,VENTURE,B,11800,12.6,0.28,N,8,0
TR71551181,22,43900,RENT,0.0,MEDICAL,D,7700,15.48,0.18,N,2,1
TR93575927,24,79400,RENT,3.0,PERSONAL,A,7300,6.37,0.09,N,4,0
TR36450803,25,99600,OWN,9.0,VENTURE,D,14300,16.75,0.14,Y,2,0
TR58552553,29,76800,MORTGAGE,10.0,EDUCATION,B,30700,12.52,0.4,N,9,0
TR87053913,28,55300,RENT,5.0,HOMEIMPROVEMENT,A,9500,6.2,0.17,N,9,0
TR62643548,43,46700,RENT,17.0,MEDICAL,C,7100,13.08,0.15,N,14,0
TR46974906,35,58100,MORTGAGE,4.0,HOMEIMPROVEMENT,B,10000,11.59,0.17,N,14,0
TR71246206,30,77000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6700,8.81,0.09,N,9,0
TR82617524,43,28800,RENT,2.0,EDUCATION,B,5700,10.6,0.2,N,15,0
TR26012711,24,65000,RENT,4.0,EDUCATION,B,7500,11.18,0.12,N,3,0
TR25635006,22,65400,MORTGAGE,7.0,DEBTCONSOLIDATION,B,14200,11.78,0.22,N,4,0
TR21160939,33,54900,MORTGAGE,13.0,MEDICAL,A,10400,7.77,0.19,N,11,0
TR26436513,38,46500,MORTGAGE,7.0,DEBTCONSOLIDATION,A,17800,8.78,0.38,N,12,1
TR47823125,29,142500,MORTGAGE,12.0,PERSONAL,B,18700,9.82,0.13,N,7,0
TR69837787,20,34000,MORTGAGE,6.0,MEDICAL,B,5100,11.35,0.15,N,4,0
TR27475661,28,63800,MORTGAGE,3.0,VENTURE,C,5200,14.79,0.08,N,4,0
TR15282286,27,74400,MORTGAGE,0.0,HOMEIMPROVEMENT,A,7400,9.3,0.1,N,4,0
TR67443368,22,69000,RENT,3.0,HOMEIMPROVEMENT,B,2900,10.65,0.04,N,3,0
TR91485358,44,45600,MORTGAGE,0.0,MEDICAL,A,8400,6.92,0.18,N,13,0
TR78860421,28,36600,RENT,2.0,DEBTCONSOLIDATION,B,7900,11.34,0.22,N,7,0
TR93204659,53,30500,RENT,1.0,MEDICAL,B,4800,10.81,0.16,N,27,0
TR64016444,23,68400,RENT,8.0,EDUCATION,A,3700,7.51,0.05,N,2,0
TR52524528,28,139700,RENT,0.0,PERSONAL,B,6000,12.04,0.04,N,5,0
TR50296196,30,76200,MORTGAGE,14.0,MEDICAL,B,19000,11.16,0.25,N,10,0
TR12815417,26,97200,MORTGAGE,12.0,EDUCATION,A,19500,7.62,0.2,N,8,0
TR68568687,22,36200,RENT,6.0,HOMEIMPROVEMENT,E,2000,18.2,0.06,Y,5,1
TR58695812,29,72700,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9500,6.49,0.13,N,4,0
TR55402231,24,38700,MORTGAGE,3.0,DEBTCONSOLIDATION,B,5900,10.93,0.15,N,1,0
TR47434270,23,56800,RENT,8.0,MEDICAL,D,21000,15.11,0.37,N,3,1
TR14227902,19,27700,RENT,6.0,EDUCATION,B,5900,10.71,0.21,N,4,0
TR80920746,23,51200,MORTGAGE,6.0,HOMEIMPROVEMENT,A,8000,5.88,0.16,N,5,0
TR11418743,32,118600,OWN,0.0,HOMEIMPROVEMENT,B,23900,12.07,0.2,N,9,0
TR37731177,34,63000,MORTGAGE,3.0,EDUCATION,B,6000,12.2,0.1,N,7,0
TR52476722,23,80600,MORTGAGE,3.0,EDUCATION,A,3200,6.95,0.04,N,4,0
TR70528192,41,70500,OWN,14.0,EDUCATION,B,12700,12.45,0.18,N,10,0
TR17646189,42,59400,RENT,6.0,PERSONAL,B,11700,11.6,0.2,N,12,0
TR24674125,30,63900,RENT,3.0,HOMEIMPROVEMENT,D,9800,14.28,0.15,Y,6,0
TR29674297,31,87900,MORTGAGE,1.0,PERSONAL,C,4800,14.15,0.05,Y,10,0
TR56067894,24,77000,MORTGAGE,0.0,EDUCATION,A,10000,7.45,0.13,N,3,1
TR11257722,32,61000,MORTGAGE,4.0,EDUCATION,C,7300,11.65,0.12,Y,5,0
TR22597700,27,96100,RENT,1.0,MEDICAL,C,15600,13.59,0.16,Y,9,0
TR30140312,31,43300,RENT,3.0,MEDICAL,F,6300,18.49,0.15,Y,10,1
TR52330872,26,116000,OWN,7.0,EDUCATION,B,8200,12.25,0.07,N,11,0
TR33347234,39,87100,MORTGAGE,17.0,DEBTCONSOLIDATION,A,11400,7.25,0.13,N,10,0
TR38346922,28,32300,MORTGAGE,12.0,EDUCATION,A,12400,9.04,0.38,N,4,0
TR82355913,22,52400,RENT,1.0,MEDICAL,C,9800,12.03,0.19,N,4,1
TR27172075,28,64500,MORTGAGE,14.0,EDUCATION,A,7700,6.44,0.12,N,11,0
TR92007262,28,87000,MORTGAGE,1.0,PERSONAL,A,5600,7.29,0.06,N,6,0
TR34646814,23,28600,RENT,1.0,VENTURE,C,5700,13.38,0.2,N,3,0
TR57484449,26,40100,RENT,7.0,EDUCATION,A,3900,6.04,0.1,N,3,0
TR46130299,25,35500,RENT,1.0,MEDICAL,C,10100,12.93,0.28,N,1,0
TR37392427,24,68900,RENT,3.0,PERSONAL,B,26300,11.12,0.38,N,2,0
TR47271170,38,38700,RENT,0.0,MEDICAL,B,15900,10.56,0.41,N,14,1
TR36609802,27,113400,RENT,8.0,DEBTCONSOLIDATION,C,2500,13.39,0.02,Y,3,0
TR78659948,20,102700,RENT,2.0,EDUCATION,B,13900,10.09,0.14,N,4,0
TR43891028,29,83700,MORTGAGE,4.0,DEBTCONSOLIDATION,A,11200,8.22,0.13,N,6,0
TR63657594,27,41300,RENT,3.0,EDUCATION,B,5600,10.62,0.14,N,3,1
TR77953357,24,29100,MORTGAGE,1.0,EDUCATION,A,5800,6.78,0.2,N,4,0
TR50535333,22,57500,MORTGAGE,6.0,MEDICAL,B,10300,10.65,0.18,N,4,0
TR37866821,22,46000,RENT,6.0,VENTURE,B,13800,11.55,0.3,N,4,1
TR91473915,26,82100,MORTGAGE,10.0,DEBTCONSOLIDATION,C,5900,13.79,0.07,Y,1,0
TR91717870,23,53800,RENT,2.0,MEDICAL,C,9400,11.73,0.17,Y,3,0
TR79616519,42,55800,RENT,41.0,HOMEIMPROVEMENT,B,2000,10.99,0.04,N,14,0
TR12714123,22,47300,RENT,5.0,HOMEIMPROVEMENT,A,4100,6.01,0.09,N,3,0
TR58480035,24,58500,RENT,4.0,EDUCATION,C,11900,13.35,0.2,Y,2,0
TR81912987,35,77400,RENT,1.0,DEBTCONSOLIDATION,C,3100,12.92,0.04,N,7,0
TR58852697,31,88700,RENT,0.0,MEDICAL,B,3900,10.37,0.04,N,9,0
TR83765987,23,44500,OWN,5.0,VENTURE,C,1900,13.48,0.04,N,2,0
TR17839818,31,76400,RENT,11.0,EDUCATION,B,5500,12.59,0.07,N,4,0
TR57008568,23,119200,MORTGAGE,9.0,PERSONAL,A,28400,7.57,0.24,N,4,0
TR45965394,41,66200,MORTGAGE,1.0,HOMEIMPROVEMENT,A,6800,7.64,0.1,N,15,0
TR70563088,35,86500,RENT,8.0,PERSONAL,B,19900,10.81,0.23,N,8,0
TR75315411,25,53000,MORTGAGE,4.0,EDUCATION,C,3900,14.28,0.07,Y,3,0
TR80084832,22,46900,MORTGAGE,0.0,EDUCATION,C,9500,13.0,0.2,Y,4,0
TR21082589,19,31600,RENT,6.0,EDUCATION,C,5000,14.13,0.16,N,3,1
TR85672396,27,149300,RENT,3.0,HOMEIMPROVEMENT,C,15000,12.89,0.1,Y,11,0
TR71129416,34,155600,RENT,4.0,EDUCATION,C,6600,12.83,0.04,N,7,0
TR39996440,28,126800,RENT,0.0,HOMEIMPROVEMENT,C,1500,12.86,0.01,Y,8,0
TR84903306,22,79600,RENT,4.0,PERSONAL,B,6600,8.93,0.08,N,3,0
TR41885540,23,51000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,2000,7.22,0.04,N,2,0
TR59466357,24,55000,RENT,1.0,DEBTCONSOLIDATION,C,10900,13.11,0.2,N,3,0
TR52233278,25,65700,RENT,3.0,PERSONAL,C,4900,13.85,0.07,N,8,0
TR66782573,28,76200,OWN,12.0,HOMEIMPROVEMENT,B,12400,12.16,0.16,N,9,0
TR49869440,35,90500,RENT,4.0,DEBTCONSOLIDATION,A,2900,5.76,0.03,N,12,0
TR27427408,24,105100,MORTGAGE,4.0,EDUCATION,A,12100,8.57,0.12,N,3,0
TR90438665,21,86200,MORTGAGE,6.0,HOMEIMPROVEMENT,A,9100,7.56,0.11,N,2,0
TR29121894,26,49200,RENT,5.0,MEDICAL,B,10100,11.57,0.21,N,2,0
TR46957567,26,61100,MORTGAGE,5.0,MEDICAL,D,5000,14.12,0.08,Y,8,1
TR45839893,34,77000,RENT,17.0,HOMEIMPROVEMENT,C,25100,14.39,0.33,Y,8,1
TR88565646,27,61900,MORTGAGE,1.0,EDUCATION,C,2600,13.74,0.04,Y,6,0
TR44804766,25,99900,OWN,6.0,PERSONAL,B,10400,12.09,0.1,N,3,0
TR31985903,23,76100,RENT,0.0,EDUCATION,C,5700,12.76,0.07,Y,4,0
TR90176195,31,70600,MORTGAGE,3.0,PERSONAL,A,13400,7.93,0.19,N,7,0
TR63170075,26,41300,RENT,4.0,DEBTCONSOLIDATION,B,8300,11.61,0.2,N,2,1
TR59121864,25,61500,RENT,4.0,EDUCATION,C,8400,13.01,0.14,Y,6,0
TR21155617,25,75400,RENT,3.0,HOMEIMPROVEMENT,D,5900,16.17,0.08,N,3,1
TR20212453,30,101000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,11800,7.63,0.12,N,7,0
TR22063933,25,72900,RENT,3.0,VENTURE,C,14200,12.69,0.19,N,3,0
TR21217415,25,83900,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10500,7.79,0.13,N,5,0
TR74581569,45,66600,RENT,0.0,PERSONAL,B,4100,10.2,0.06,N,11,0
TR94263922,29,50500,MORTGAGE,14.0,HOMEIMPROVEMENT,A,15400,6.22,0.3,N,7,0
TR92746302,21,30000,RENT,0.0,VENTURE,C,15900,12.59,0.53,N,3,1
TR38556815,30,68900,MORTGAGE,4.0,MEDICAL,A,10000,7.1,0.15,N,7,0
TR64162409,30,52200,MORTGAGE,10.0,PERSONAL,A,4800,6.45,0.09,N,4,0
TR77493121,26,41700,MORTGAGE,2.0,PERSONAL,A,15200,5.57,0.36,N,2,0
TR44335875,23,55500,OWN,7.0,EDUCATION,B,14400,12.08,0.26,N,3,0
TR21555524,23,38300,MORTGAGE,2.0,DEBTCONSOLIDATION,C,2400,16.11,0.06,N,4,0
TR21939449,25,70000,MORTGAGE,7.0,VENTURE,B,26200,12.98,0.37,N,3,0
TR98110505,22,43100,RENT,1.0,MEDICAL,B,3100,11.01,0.07,N,3,0
TR73300324,34,106300,MORTGAGE,0.0,PERSONAL,A,8100,7.45,0.08,N,6,0
TR20142792,21,71900,MORTGAGE,7.0,MEDICAL,D,15500,15.05,0.22,Y,3,1
TR95312368,49,39900,RENT,4.0,DEBTCONSOLIDATION,A,9800,6.79,0.25,N,17,0
TR41528833,25,132300,MORTGAGE,8.0,EDUCATION,B,8000,10.91,0.06,N,3,0
TR25168261,35,56800,RENT,6.0,HOMEIMPROVEMENT,B,7300,10.49,0.13,N,5,0
TR41021463,32,57500,RENT,10.0,MEDICAL,C,7400,11.91,0.13,N,8,0
TR64269675,34,84000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,1500,5.99,0.02,N,11,0
TR75810450,22,59500,RENT,5.0,EDUCATION,B,4900,10.65,0.08,N,3,0
TR34524452,25,48600,RENT,6.0,EDUCATION,A,4900,7.68,0.1,N,4,0
TR21661310,23,37300,RENT,3.0,EDUCATION,C,9600,13.85,0.26,Y,1,0
TR45172836,24,89600,RENT,1.0,HOMEIMPROVEMENT,B,19400,10.32,0.22,N,1,0
TR74808354,26,83900,MORTGAGE,0.0,HOMEIMPROVEMENT,B,11900,12.0,0.14,N,9,0
TR23263445,27,41600,RENT,2.0,MEDICAL,C,5200,12.82,0.12,Y,7,0
TR53920816,29,66900,RENT,15.0,VENTURE,A,5000,6.35,0.07,N,4,0
TR48166042,24,43200,MORTGAGE,4.0,DEBTCONSOLIDATION,A,2300,7.31,0.05,N,2,0
TR73018864,32,40000,RENT,8.0,MEDICAL,B,2600,9.9,0.06,N,7,0
TR20169122,22,55200,RENT,7.0,VENTURE,B,13300,9.61,0.24,N,1,0
TR13341006,23,40900,RENT,3.0,VENTURE,C,12700,13.35,0.31,N,5,0
TR11762655,22,28000,RENT,6.0,PERSONAL,A,5200,7.51,0.19,N,2,0
TR13644849,26,28800,RENT,0.0,PERSONAL,C,3800,12.76,0.13,Y,4,0
TR76482581,23,67800,RENT,7.0,MEDICAL,C,16000,13.32,0.24,Y,4,0
TR10004827,26,33400,RENT,7.0,PERSONAL,A,5700,5.73,0.17,N,5,1
TR12009923,32,31800,RENT,15.0,EDUCATION,C,3800,13.05,0.12,Y,4,0
TR54223343,28,95000,MORTGAGE,10.0,VENTURE,A,3900,7.9,0.04,N,8,0
TR60741321,24,42200,RENT,6.0,EDUCATION,A,10100,6.0,0.24,N,3,0
TR27266029,27,39000,RENT,1.0,MEDICAL,B,5300,11.45,0.14,N,6,0
TR83600705,27,31300,RENT,5.0,VENTURE,B,8400,12.94,0.27,N,6,0
TR78154949,31,42100,RENT,9.0,EDUCATION,C,15800,12.92,0.38,Y,7,1
TR99816979,22,160200,RENT,8.0,HOMEIMPROVEMENT,C,4800,13.49,0.03,N,3,0
TR39551061,25,105300,MORTGAGE,11.0,HOMEIMPROVEMENT,A,4700,7.76,0.04,N,2,0
TR40125783,23,22700,RENT,2.0,PERSONAL,D,4800,16.01,0.21,Y,5,1
TR19109443,21,74400,RENT,2.0,PERSONAL,B,10400,12.27,0.14,N,1,0
TR89823815,33,30000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,12500,11.95,0.42,N,9,0
TR53233412,23,44400,RENT,4.0,EDUCATION,B,17900,12.38,0.4,N,2,1
TR21495777,32,48800,RENT,3.0,PERSONAL,B,2100,10.58,0.04,N,7,0
TR89988561,27,77500,RENT,2.0,VENTURE,A,4900,7.75,0.06,N,3,0
TR95119363,22,77300,RENT,0.0,EDUCATION,D,25200,16.35,0.33,Y,5,1
TR54188519,24,45400,MORTGAGE,8.0,VENTURE,A,15600,7.31,0.34,N,3,0
TR35951603,27,59700,RENT,3.0,PERSONAL,B,11800,10.62,0.2,N,4,0
TR14229467,49,40900,RENT,3.0,EDUCATION,A,3800,5.42,0.09,N,16,0
TR62949824,25,37700,RENT,1.0,VENTURE,D,9800,16.58,0.26,Y,8,1
TR62926025,26,94000,MORTGAGE,0.0,MEDICAL,A,14600,8.16,0.16,N,8,0
TR36782309,38,44500,RENT,1.0,VENTURE,B,11500,11.29,0.26,N,12,0
TR25170998,22,51200,RENT,4.0,EDUCATION,B,18200,11.24,0.36,N,4,1
TR14621364,47,172600,MORTGAGE,9.0,HOMEIMPROVEMENT,E,12300,15.72,0.07,Y,18,0
TR35888239,24,80300,MORTGAGE,3.0,EDUCATION,B,9800,12.36,0.12,N,2,0
TR51094588,43,29700,RENT,6.0,MEDICAL,B,6900,12.01,0.23,N,11,0
TR79956310,23,22400,RENT,1.0,EDUCATION,C,4000,14.14,0.18,Y,1,0
TR85556361,20,50200,RENT,2.0,EDUCATION,B,5200,11.22,0.1,N,4,0
TR65986527,29,31700,MORTGAGE,13.0,MEDICAL,C,1000,13.47,0.03,Y,11,0
TR24677532,39,60300,RENT,0.0,MEDICAL,B,18400,9.84,0.31,N,13,0
TR11295656,31,58400,RENT,4.0,PERSONAL,D,20800,15.11,0.36,Y,9,1
TR93681938,47,69800,RENT,5.0,VENTURE,B,9800,11.52,0.14,N,11,0
TR12307761,28,74600,MORTGAGE,1.0,HOMEIMPROVEMENT,D,11600,14.28,0.16,N,2,0
TR76652421,24,125100,MORTGAGE,8.0,MEDICAL,A,6300,7.01,0.05,N,3,0
TR71939559,26,69400,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4900,7.79,0.07,N,1,0
TR44450613,21,73400,RENT,4.0,VENTURE,B,4700,11.57,0.06,N,5,0
TR12489547,72,32100,MORTGAGE,3.0,PERSONAL,B,7500,10.65,0.23,N,23,0
TR79636731,20,43800,RENT,7.0,PERSONAL,C,18500,13.84,0.42,N,3,1
TR98116538,41,28800,RENT,0.0,VENTURE,A,6700,7.77,0.23,N,13,0
TR96946351,26,53100,MORTGAGE,3.0,HOMEIMPROVEMENT,D,9200,15.64,0.17,N,3,0
TR42334393,29,48700,MORTGAGE,3.0,MEDICAL,A,8100,7.45,0.17,N,9,0
TR55616024,28,137400,MORTGAGE,6.0,HOMEIMPROVEMENT,C,5100,13.23,0.04,N,8,0
TR56809900,20,100300,MORTGAGE,2.0,VENTURE,C,8000,14.0,0.08,Y,1,0
TR95581237,26,53700,MORTGAGE,8.0,MEDICAL,A,9500,7.79,0.18,N,3,0
TR59257859,24,58100,RENT,7.0,HOMEIMPROVEMENT,D,21600,16.14,0.37,N,3,1
TR71479998,25,52300,RENT,7.0,MEDICAL,C,4700,12.99,0.09,N,2,0
TR14027587,27,51800,RENT,8.0,PERSONAL,E,21200,14.09,0.41,N,1,1
TR88485977,23,68400,MORTGAGE,6.0,MEDICAL,A,21700,6.72,0.32,N,4,1
TR11348603,35,104200,MORTGAGE,0.0,EDUCATION,C,22100,14.31,0.21,Y,6,0
TR47953340,26,80900,OWN,9.0,PERSONAL,A,6100,8.04,0.08,N,3,0
TR99108739,32,32000,RENT,3.0,VENTURE,C,9100,13.09,0.28,Y,6,0
TR94427533,53,44200,RENT,3.0,PERSONAL,D,8000,14.99,0.18,N,25,1
TR48245749,22,59400,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6300,13.62,0.11,N,2,0
TR94431838,27,66600,MORTGAGE,10.0,DEBTCONSOLIDATION,A,4800,7.33,0.07,N,9,0
TR78808460,26,37400,RENT,1.0,MEDICAL,B,2100,11.57,0.06,N,6,0
TR52098446,22,44500,RENT,7.0,PERSONAL,B,9400,10.67,0.21,N,2,0
TR75613078,39,53400,RENT,4.0,PERSONAL,B,3700,10.03,0.07,N,17,0
TR91323462,26,48700,RENT,10.0,VENTURE,C,10900,13.94,0.22,N,5,0
TR32916198,27,56600,MORTGAGE,2.0,MEDICAL,A,4200,5.7,0.07,N,8,0
TR44311413,37,87400,RENT,5.0,VENTURE,A,1000,6.96,0.01,N,12,0
TR72062915,32,55000,MORTGAGE,1.0,EDUCATION,B,10600,11.81,0.19,N,9,0
TR14012880,36,32000,RENT,3.0,MEDICAL,E,6200,16.34,0.19,Y,5,1
TR88644363,32,41400,MORTGAGE,8.0,HOMEIMPROVEMENT,A,7000,6.8,0.17,N,6,0
TR87065364,29,73600,MORTGAGE,4.0,EDUCATION,C,9500,13.5,0.13,Y,7,0
TR13560114,23,29000,RENT,6.0,DEBTCONSOLIDATION,B,5800,10.14,0.2,N,4,0
TR14584604,27,33100,OWN,3.0,VENTURE,A,5500,5.91,0.17,N,4,0
TR85732421,33,59500,RENT,10.0,VENTURE,D,9700,16.89,0.16,N,6,1
TR40072860,23,51000,RENT,3.0,VENTURE,B,13700,11.77,0.27,N,2,0
TR96593697,28,239100,MORTGAGE,14.0,MEDICAL,A,19000,8.02,0.08,N,10,0
TR63104526,34,72400,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8200,7.79,0.11,N,9,0
TR13872751,32,56400,RENT,1.0,MEDICAL,B,15700,12.64,0.28,N,7,0
TR20043750,26,41800,RENT,6.0,EDUCATION,B,4600,11.94,0.11,N,6,0
TR64095562,28,133000,MORTGAGE,9.0,VENTURE,C,5900,13.42,0.04,Y,3,0
TR68749280,21,99600,MORTGAGE,6.0,PERSONAL,A,13900,5.85,0.14,N,3,0
TR59326788,23,58400,RENT,0.0,DEBTCONSOLIDATION,E,16500,17.26,0.28,N,3,1
TR13132184,26,67800,RENT,2.0,MEDICAL,A,5300,7.26,0.08,N,4,0
TR38377050,26,78100,RENT,3.0,DEBTCONSOLIDATION,F,5200,18.31,0.07,Y,6,1
TR53169130,21,29400,RENT,1.0,DEBTCONSOLIDATION,B,7000,12.22,0.24,N,2,1
TR78745175,33,57300,RENT,0.0,PERSONAL,B,5200,9.7,0.09,N,6,0
TR86512275,26,43900,RENT,3.0,DEBTCONSOLIDATION,A,9400,7.24,0.21,N,1,0
TR85811623,31,72900,MORTGAGE,2.0,PERSONAL,A,12000,7.76,0.16,N,9,0
TR12651634,30,115900,MORTGAGE,5.0,VENTURE,A,11500,5.93,0.1,N,4,0
TR58234030,24,60400,RENT,6.0,PERSONAL,B,11700,11.31,0.19,N,3,0
TR99553406,22,53600,RENT,4.0,HOMEIMPROVEMENT,D,7900,13.39,0.15,N,2,1
TR64544746,41,29200,RENT,2.0,MEDICAL,B,1500,11.45,0.05,N,12,0
TR13150257,26,109100,MORTGAGE,7.0,MEDICAL,A,10100,5.85,0.09,N,9,0
TR82790931,21,69400,RENT,6.0,VENTURE,B,5200,11.26,0.07,N,2,0
TR51396318,24,48800,OWN,8.0,VENTURE,A,3100,6.96,0.06,N,2,0
TR84463825,20,65900,RENT,1.0,DEBTCONSOLIDATION,C,8400,12.89,0.13,Y,5,0
TR80013673,22,74800,RENT,8.0,PERSONAL,B,32400,11.65,0.43,N,2,1
TR96322094,26,59200,MORTGAGE,5.0,MEDICAL,A,7800,9.75,0.13,N,2,0
TR31938460,23,78800,RENT,3.0,EDUCATION,A,11700,6.83,0.15,N,3,0
TR24765137,25,42100,RENT,4.0,DEBTCONSOLIDATION,A,7600,8.04,0.18,N,6,0
TR32186396,20,59900,RENT,7.0,MEDICAL,B,7900,12.01,0.13,N,2,0
TR21317978,26,62800,MORTGAGE,10.0,PERSONAL,B,4800,11.71,0.08,N,5,0
TR96463710,26,84800,RENT,1.0,MEDICAL,C,21100,12.91,0.25,N,6,0
TR87256443,32,82300,MORTGAGE,6.0,PERSONAL,B,11700,9.93,0.14,N,9,0
TR67625127,33,59700,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8900,7.23,0.15,N,7,0
TR60314982,33,61700,RENT,0.0,DEBTCONSOLIDATION,B,14800,11.62,0.24,N,6,0
TR99269017,29,50400,OWN,2.0,VENTURE,B,3400,11.92,0.07,N,10,0
TR83340563,31,47100,MORTGAGE,2.0,DEBTCONSOLIDATION,C,7200,14.5,0.15,N,4,1
TR11320641,29,36000,MORTGAGE,6.0,VENTURE,B,8400,11.29,0.23,N,7,0
TR48761738,25,58800,RENT,7.0,VENTURE,F,19100,19.17,0.32,N,3,1
TR99787488,24,87300,MORTGAGE,8.0,EDUCATION,C,19900,14.84,0.23,Y,3,0
TR22755430,23,53400,MORTGAGE,7.0,VENTURE,B,14600,11.28,0.27,N,3,0
TR52147020,33,50800,RENT,1.0,MEDICAL,C,3100,13.02,0.06,N,8,0
TR84414150,36,41500,RENT,0.0,MEDICAL,A,2100,8.82,0.05,N,5,0
TR65216501,32,41400,RENT,3.0,DEBTCONSOLIDATION,A,4000,6.01,0.1,N,7,0
TR54947203,28,56700,RENT,13.0,HOMEIMPROVEMENT,A,15100,7.73,0.27,N,6,1
TR74490811,24,27900,RENT,5.0,PERSONAL,C,5200,15.93,0.19,Y,5,0
TR59666096,39,56100,OWN,7.0,VENTURE,A,10600,7.63,0.19,N,15,0
TR62124146,23,39200,RENT,0.0,DEBTCONSOLIDATION,C,6200,12.79,0.16,Y,1,0
TR81576994,23,29300,RENT,0.0,DEBTCONSOLIDATION,B,6400,10.25,0.22,N,1,0
TR82461787,25,28500,RENT,2.0,PERSONAL,B,5000,10.8,0.18,N,2,0
TR39161240,31,44800,RENT,4.0,PERSONAL,A,10100,7.21,0.23,N,8,0
TR62532858,25,92900,MORTGAGE,6.0,PERSONAL,A,12400,8.11,0.13,N,4,0
TR53333378,24,67600,MORTGAGE,2.0,MEDICAL,B,4100,10.31,0.06,N,4,0
TR74365279,22,74100,OWN,6.0,PERSONAL,A,6900,5.49,0.09,N,5,0
TR86482952,23,31000,RENT,4.0,PERSONAL,B,7000,9.85,0.23,N,5,0
TR40331166,32,109800,MORTGAGE,5.0,EDUCATION,A,5700,6.81,0.05,N,8,0
TR59891057,35,70300,MORTGAGE,6.0,DEBTCONSOLIDATION,C,6800,14.59,0.1,N,7,0
TR62282276,24,40700,RENT,4.0,EDUCATION,A,9600,7.34,0.24,N,3,0
TR73175856,23,28700,RENT,3.0,VENTURE,B,3000,10.92,0.1,N,4,0
TR41569299,34,71900,RENT,2.0,HOMEIMPROVEMENT,B,11700,10.76,0.16,N,11,0
TR35481817,19,15900,MORTGAGE,5.0,DEBTCONSOLIDATION,B,1400,10.29,0.09,N,1,0
TR74831329,23,56600,RENT,6.0,MEDICAL,B,5300,10.81,0.09,N,3,0
